lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,-0.0051473009109470474,-0.6562323282516471,-0.04391132880907377,-0.09077842471877902,-1.1697306989042715,-0.11406833553357686,-0.14022883122933952,-1.6765907987459618,-0.1717079413301249,-0.11246743993950131,-2.044935740537118,-0.227847619130054,-0.45499164965380506,-1.065288000444861,-0.22093676878514948,-0.8023299619119005,-1.4415697444726772,-0.2713501349940176,-1.002682111530662,-1.6144485894789435,-0.2881145704274253,-1.1629451013088883,-1.7257408413471416,-0.2996353429542433,-0.6195570954685891,-0.7580842452341365,-0.20356355752186273,-0.668884158624727,-1.1229710048290762,-0.21900474646214355,-0.5516865581465271,-1.1006241583847671,-0.16962623670722082,-0.45592100756733583,-0.9953437529765704,-0.14492992420581932,-0.6969833165541066,-0.4599068252241375,-0.1747469131556681,-0.685642580355814,-0.8203389482086604,-0.16986585686971872,-0.5842751857632669,-0.7743741335286324,-0.1034928028047566,-0.4975790834554442,-0.6363597723384157,-0.0725739099735313,-0.7400064493345623,-0.21963739701336518,-0.1491557189213991,-0.7185518435906476,-0.5223762370008043,-0.12300684748216258,-0.6263464047852859,-0.4917476837546908,-0.06375842463391947,-0.5584053447582648,-0.37568272931119945,-0.02354786429308711,ชอบ
0.0,0.0,0.0,0.0019106190720217192,-0.6503697310906627,-0.04461624073872147,-0.08071427887004781,-1.1637124992402983,-0.11232560667483828,-0.13181737191389345,-1.6651744219646851,-0.16847670753988733,-0.10704524658687777,-2.033038494026623,-0.2233060796243958,-0.4453097829389062,-1.0736877884080458,-0.21404043667635353,-0.7935661409816801,-1.4453202468669426,-0.2642353179104209,-0.9935111197825347,-1.6180215707916374,-0.28051701252460415,-1.1519123521815655,-1.730662282989201,-0.2915260705128132,-0.6099361555267907,-0.76753182500655,-0.19711345703854302,-0.650027331331325,-1.1100668393528401,-0.2155962422218293,-0.5296875971592777,-1.0755898830047312,-0.1678984994815619,-0.433906592281663,-0.968961767410972,-0.14317946565249953,-0.6879657929642893,-0.4707391453143434,-0.1696063248372,-0.6694134089917476,-0.8136776514932138,-0.1683151509729426,-0.5683426830188391,-0.7547121506976072,-0.1030832195610726,-0.48382137346364146,-0.6164730073637716,-0.07165665347557629,-0.7334032355505143,-0.2300937748715936,-0.14552002018996754,-0.7084285118596748,-0.5271126373093876,-0.12199961638979387,-0.6153290227736528,-0.4854455701643666,-0.06367120468996515,-0.5480956333494595,-0.3687892617850941,-0.02315475080260317,ชอบ
0.0,0.0,0.0,0.0027962889537608776,-0.6503218530949032,-0.04348020720673944,-0.08198951761528633,-1.1658507231741297,-0.11077937132263689,-0.13278952690632706,-1.6675486214327362,-0.16685577474519367,-0.10565252866386697,-2.0349705024484055,-0.2218836499625838,-0.4464027946271999,-1.0719630131597895,-0.21394730626910113,-0.7907900601449454,-1.4440905936459543,-0.2644672093121366,-0.990465952465834,-1.6136262984668683,-0.2814672504289123,-1.1487304355051293,-1.7239024504476754,-0.2936113506786568,-0.6110093704484963,-0.7663798141150397,-0.19826851667024367,-0.6451536203007273,-1.0994978527576766,-0.21779532062194423,-0.52522354574464,-1.0641657785720502,-0.1713345714118393,-0.43159004381700533,-0.9598201986588912,-0.1479617836371362,-0.6888415028968988,-0.4674989309706721,-0.17172364942795448,-0.6656598342905219,-0.8019797757462975,-0.17101330240539958,-0.5641849248452832,-0.7467322648844871,-0.10533668748417836,-0.4795193826401258,-0.6102783797058957,-0.07400262859044993,-0.7342549796242386,-0.22367062782342131,-0.14865709761420487,-0.703705266316421,-0.5146761900395146,-0.1264461914824342,-0.6096006814657772,-0.47553726425947956,-0.06803556487358385,-0.5420651164755259,-0.3584362521212463,-0.02733246540533044,ชอบ
0.0,0.0,0.0,-0.00014870849410272027,-0.6520221156410684,-0.043459726824082064,-0.08658094504533649,-1.1688144463025885,-0.11289473442512009,-0.13913395490549127,-1.671206647133246,-0.17152272756320158,-0.11202668425355157,-2.0385743950973665,-0.2295406315926947,-0.4497207961309673,-1.0684505116769158,-0.21701299550794823,-0.7951723437988262,-1.442101765472623,-0.2714062551090071,-0.9971293459495048,-1.6182732867016363,-0.29129741033737816,-1.1569397870706128,-1.7327439378601914,-0.305185836384867,-0.6124899643289731,-0.7640579511865647,-0.20261366998985456,-0.649790916273781,-1.0952878192164845,-0.22743031149771706,-0.5305095453310029,-1.0579482602587846,-0.18176050306940528,-0.43588976226792125,-0.952491059710094,-0.15784168909468796,-0.6916792392837846,-0.46633782643545324,-0.17742899283270488,-0.6722922272987623,-0.7983495579709055,-0.1814365080126024,-0.5717641413738302,-0.7379830606571458,-0.11482133161013597,-0.48701631449618304,-0.597405489447365,-0.08160474246185956,-0.7400672673975701,-0.2230181286058496,-0.1555655018332111,-0.7157171094218695,-0.5025517764839449,-0.1362417267054166,-0.6214568005454939,-0.4587582688821869,-0.0767728960622484,-0.5536608840619369,-0.34082328176678495,-0.034480146718583515,ชอบ
0.0,0.0,0.0,-0.0010476713896134312,-0.6519667063786792,-0.04927415649694292,-0.0920275234884073,-1.182111304444246,-0.11629923924211219,-0.14146594686836425,-1.6903583123462276,-0.1686600678343544,-0.10856609149475033,-2.046151976868577,-0.2186955623989283,-0.4381033496244571,-1.0643014573044565,-0.2313062919878935,-0.7867120014071214,-1.4587377261602987,-0.27942812068622513,-0.9871303373068093,-1.6387873744401416,-0.28950418391226285,-1.148113738790958,-1.7527073412348706,-0.29607931193726905,-0.6070566595809569,-0.7667702170036226,-0.20862995372670684,-0.6555474893514218,-1.1322245326093452,-0.22386681362121763,-0.5351816557073327,-1.0988505944944706,-0.16903428724787964,-0.43883649084797477,-0.9889291639203623,-0.1391621332080644,-0.6918062409624235,-0.48462522055516266,-0.1746390897104805,-0.6702826557599777,-0.8417107462506217,-0.16595814648139903,-0.5667073001916229,-0.7776729763065593,-0.09770605653884526,-0.48124630876175056,-0.6315931578380852,-0.06552173495430894,-0.7431484296568036,-0.25589545253216833,-0.1449260772120904,-0.7088309010436418,-0.5565434008424964,-0.1166485464368001,-0.616073953506407,-0.5080971771683143,-0.06153017290399045,-0.551926098004211,-0.38480935828119567,-0.024628035094638356,ชอบ
0.0,0.0,0.0,0.0024119707678149113,-0.6363602734367735,-0.04081990073855638,-0.08591007524515623,-1.158700884289156,-0.10352796243662901,-0.14247705939920075,-1.6605008774665362,-0.1543102647140308,-0.11210756155227222,-2.020124527430776,-0.20381307813174018,-0.44383326028557996,-1.067135642578977,-0.20924476424245253,-0.7852335093745716,-1.4385116215278675,-0.2534771009576842,-0.982545314218304,-1.6112140619603,-0.2647187443532485,-1.1379293392788206,-1.7253795435254786,-0.27298429043761985,-0.6083074250005691,-0.7701647915078041,-0.19180519358165987,-0.6349179705217451,-1.0956372957381506,-0.20565971665448768,-0.5167889928853902,-1.0519625251306342,-0.1559142557717881,-0.4262493068474826,-0.9468764028283524,-0.13029623324277548,-0.6870215888689168,-0.47903804744874434,-0.1630469387335322,-0.6583599320031982,-0.8004083289900056,-0.15795721089902018,-0.5569978676013053,-0.7402599852766931,-0.09274866131167868,-0.47326174342575217,-0.6050097599564523,-0.061689781360206114,-0.734132751138459,-0.2393922122760996,-0.1372542756340833,-0.7041241127148028,-0.5157566285447551,-0.11135768282209946,-0.6115372870555646,-0.4729062741982678,-0.053870273977281107,-0.5457490963810478,-0.35931215338660366,-0.014071928496605317,ชอบ
0.0,0.0,0.0,0.00010190578231275298,-0.6422684720105766,-0.03991851490845749,-0.08646201699544336,-1.15815417668751,-0.0998684495656446,-0.13829006605157168,-1.6467868036583522,-0.14942270835636084,-0.11008624099181519,-1.994118104702469,-0.19744813544656292,-0.4470057946617251,-1.0677861446513317,-0.1930785750787281,-0.7700963977186659,-1.4331250933051212,-0.23577457821930783,-0.9597786136421325,-1.6003933563776502,-0.24919854783440112,-1.1097576088781054,-1.7106649315120233,-0.2591084302277882,-0.6072568367626354,-0.7744839455769227,-0.1771862423446311,-0.6260802905526911,-1.0925470100658075,-0.19225527994318903,-0.5113279405669016,-1.0555423328830187,-0.1488708178549998,-0.4226458333139304,-0.9547675927695611,-0.1266948755473158,-0.681940896994624,-0.4873588046919327,-0.15091091072539659,-0.6485060017631264,-0.8036435572872719,-0.1471826883793869,-0.5499964256186042,-0.7499487286804253,-0.0881400896325411,-0.4676397558534746,-0.6177282158171516,-0.060278529945616714,-0.7236897922737641,-0.25165464965570095,-0.1280254424093365,-0.6848961646816939,-0.517180244065434,-0.10353420562682318,-0.5940617177187765,-0.4794823835941663,-0.05013264922823529,-0.5289038884064473,-0.36790563055555686,-0.012728025970108713,ชอบ
0.0,0.0,0.0,-0.0010381565923319638,-0.6477483783241323,-0.03937936578167405,-0.08738575211275672,-1.167278738301655,-0.10235283793967577,-0.1429345127542128,-1.6634818105165758,-0.15472983993857167,-0.11985540575246971,-2.022200692087027,-0.20572869687003814,-0.44609895448959547,-1.0696568076220538,-0.19902355693165338,-0.7777340456825765,-1.4388469863748992,-0.24246592730728833,-0.9703538356332064,-1.6051701221827266,-0.2555630351512985,-1.1221237538497848,-1.7126948627641285,-0.265508900439673,-0.6084844214063212,-0.771910884512185,-0.18406857188729311,-0.6376371420167591,-1.106938442009485,-0.20195638125045526,-0.5222399032499601,-1.0714968663524453,-0.1587593165439124,-0.4316800498272781,-0.9692821717985618,-0.13642288833934035,-0.6846648405622914,-0.4832868821824233,-0.15784320937180518,-0.6564460633413993,-0.8202845519438369,-0.1548537705916805,-0.5573682713792804,-0.7673936539129462,-0.09268449887040327,-0.47411242886140215,-0.6314712415118641,-0.06317659350508487,-0.7281041406238796,-0.24784228091905816,-0.13487785484336887,-0.6892337518234022,-0.5370557835457785,-0.11194513793072333,-0.5959149461438555,-0.500607854780636,-0.05700073222701822,-0.5289629326482236,-0.38684395209673983,-0.018252180986222572,ชอบ
0.0,0.0,0.0,-0.001132718052361424,-0.6191388673439359,-0.03503404202801183,-0.09064210504705539,-1.1342823354312612,-0.09513881267542505,-0.14862987107051787,-1.625941940879327,-0.1473058980701267,-0.1306392145822698,-1.9829269185947012,-0.19903879122524956,-0.44844537487348735,-1.0623852849419633,-0.18396783671947609,-0.7712801083293692,-1.414759242658932,-0.22673188402927455,-0.9593827654625711,-1.5802638663867967,-0.24089057944676803,-1.105301063085625,-1.688790137852853,-0.25184043833192943,-0.606512227738481,-0.7757162604245897,-0.17432267384554762,-0.618611741501162,-1.0545369668384417,-0.19620939562386688,-0.5032333945530946,-1.001281843681946,-0.15852732414668258,-0.41909110704846153,-0.8962686235529513,-0.13911902736898765,-0.6796969673545975,-0.48529486215137285,-0.15391901894445037,-0.6448693902072878,-0.7650493183303084,-0.15725373444515084,-0.5481469824432394,-0.7056777418806806,-0.09839402843528454,-0.4687793733592234,-0.579105326995558,-0.06949444518224197,-0.7214438768697586,-0.24100944566844928,-0.1362886684528338,-0.6819436275786899,-0.48514969937276736,-0.11785502728836844,-0.5888982098109389,-0.4409137246074642,-0.06316695151626808,-0.5233090145023939,-0.3319211387329148,-0.023172874233231056,ชอบ
0.0,0.0,0.0,-0.005118112151856319,-0.6241832622463954,-0.03122213896647688,-0.10117607112210389,-1.1395389123139061,-0.08684171357225778,-0.1590872820103745,-1.6310258095728587,-0.13592739143538327,-0.13819015456917572,-1.986363150955953,-0.18497381009183056,-0.45785785332246254,-1.0654566749051175,-0.17109564092865692,-0.7789178678278555,-1.4076622032783592,-0.20957691511784124,-0.9697805889445495,-1.5674501490410073,-0.22331846470592578,-1.1181562767099584,-1.6729541142728135,-0.23493135740252605,-0.6141557163351404,-0.7722784592170838,-0.16241871381339038,-0.6284461027681655,-1.0386146070256175,-0.18129976086429916,-0.5134755732145453,-0.9798056003004306,-0.14423609517772384,-0.4281675084371369,-0.8751098766156602,-0.12536734248048675,-0.6845538366992177,-0.47912446261373476,-0.1429904052141103,-0.6525359251287873,-0.7593392724156537,-0.14280025195728535,-0.5576002109546853,-0.6957743133398258,-0.0833240851336747,-0.477791849721549,-0.5660377457946636,-0.05420220229635895,-0.7227802824668431,-0.23533121353590394,-0.12637629793173902,-0.6883213124540066,-0.4824075566748298,-0.10457644635150781,-0.597118435111249,-0.43943614162985056,-0.048375118682947756,-0.5310420132770709,-0.3337547575218659,-0.007518440826143472,ชอบ
0.0,0.0,0.0,-0.01144910706638727,-0.6175044904165445,-0.02762712340936804,-0.11151987241969256,-1.1291956955172981,-0.08226242079968896,-0.1768042619580105,-1.6231405600847852,-0.1330522443712102,-0.15591491920045827,-1.9812496745384758,-0.18519784908598144,-0.4793541589041025,-1.0564294110806536,-0.1551891924714261,-0.7773655673757368,-1.379636490830789,-0.1896841928066734,-0.9572182270787919,-1.527874130214369,-0.20686199410675524,-1.099252395298361,-1.627752879354615,-0.2236206722985074,-0.6301607169509944,-0.7614285024172758,-0.15200416915519246,-0.6296065648975164,-0.9742818432989587,-0.17054347137972473,-0.5148715438109119,-0.9062749782719731,-0.14036925692649732,-0.4333912604421438,-0.8057309097970041,-0.1275280674061126,-0.6928773107278313,-0.4562563489709111,-0.13839485337387686,-0.6487826401867928,-0.6778380057830596,-0.1380602637189938,-0.5540470621568665,-0.6183797923936187,-0.08258893959766346,-0.473572618102998,-0.5042519804719956,-0.05682852765232707,-0.7241419856761104,-0.19335190478694497,-0.12801099414737263,-0.6826361653058797,-0.3861698697533655,-0.10721289593623988,-0.5906606799759514,-0.346827319760086,-0.053472055649145186,-0.5219609845193894,-0.2564522502644426,-0.014187059857611041,ชอบ
